JJ_CTRL_1	BM_CTRL_2	BM_CTRL_3	BM_AMIL_1	BM_AMIL_2	BM_AMIL_3	BM_CTRL_1	JJ_CTRL_2	JJ_CTRL_3	JJ_AMIL_1	JJ_AMIL_2	JJ_AMIL_3	BM_TG_1	BM_TG_2	BM_TG_3	JJ_TG_1	JJ_TG_2	JJ_TG_3
ENSG00000215527	10	16	19	14	20	13	5	7	4	1	0	1	25	18	12	6	6	2
ENSG00000215529	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0
ENSG00000215533	0	0	0	0	0	1	4	4	1	6	4	5	0	0	1	2	8	4
ENSG00000215537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215544	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215548	69	169	212	56	113	57	7	28	7	5	12	21	122	104	136	9	15	8
ENSG00000215549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215559	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1
ENSG00000215560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215567	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSG00000215568	3	3	3	3	4	1	0	0	0	0	0	0	4	1	3	0	1	0
ENSG00000215571	18	51	55	28	28	14	188	234	193	170	273	292	0	0	0	0	0	0
ENSG00000215572	23	32	27	17	22	15	17	16	17	16	35	36	0	0	0	0	0	0
ENSG00000215580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215583	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215586	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000215589	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000215595	13	10	24	53	49	28	2	1	0	0	0	0	45	73	57	1	4	1
ENSG00000215601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215630	1	3	3	2	7	2	2	4	5	2	3	4	48	62	65	33	60	31
ENSG00000215635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215644	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000215689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215692	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0
ENSG00000215695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215712	606	959	1244	2115	2250	1650	360	479	369	442	779	792	1467	1399	1543	480	826	596
ENSG00000215713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215717	1062	1630	2142	2200	2553	1757	2349	2879	2034	2168	3784	3799	1355	1289	1453	2133	3619	2660
ENSG00000215719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215720	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000215734	3	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSG00000215749	14	31	30	30	43	32	1	4	1	0	2	1	25	23	26	2	2	0
ENSG00000215750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215769	8	48	23	14	13	9	9	15	11	8	15	13	38	17	27	27	46	27
ENSG00000215771	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000215781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215784	205	308	412	576	770	572	861	1316	894	574	1045	932	248	211	244	607	1178	736
ENSG00000215785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215788	926	1231	1492	1154	1154	690	94	116	91	72	102	91	880	626	871	39	77	62
ENSG00000215790	22	31	33	20	22	12	132	134	89	123	100	112	91	82	89	245	415	320
ENSG00000215791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215795	3	5	3	4	4	2	6	8	3	4	6	6	1	2	1	3	10	6
ENSG00000215796	1	6	0	4	3	1	2	2	6	0	2	2	0	0	0	0	0	0
ENSG00000215800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215805	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000215807	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000215808	0	0	0	0	0	0	127	142	133	129	192	186	0	0	0	115	152	128
ENSG00000215811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215817	385	484	590	622	770	546	329	489	308	241	441	498	7	3	7	5	8	5
ENSG00000215819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215833	8	6	5	10	8	16	4	2	4	4	5	3	0	0	0	0	0	0
ENSG00000215834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215835	2286	2485	2856	2221	2312	1577	2617	3888	2652	2072	2880	3558	0	1	0	0	0	1
ENSG00000215837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215838	4	1	6	1	0	0	0	0	0	0	0	0	11	5	11	0	1	0
ENSG00000215840	3	2	1	8	3	2	1	4	4	2	2	5	2	2	1	3	1	2
ENSG00000215841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215845	957	1323	1581	525	540	368	556	796	521	300	522	650	983	706	1023	309	513	403
ENSG00000215846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215863	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000215866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215869	0	0	0	2	0	0	6	3	6	1	4	4	0	1	1	1	7	1
ENSG00000215871	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000215873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215874	0	1	2	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0
ENSG00000215875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215878	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000215881	0	1	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000215883	84	151	173	36	30	26	471	607	340	336	602	623	216	137	203	621	1150	791
ENSG00000215887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215893	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000215895	13	33	45	18	1	0	5	25	11	1	3	4	1	0	0	0	1	2
ENSG00000215899	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215900	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
ENSG00000215902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215908	708	940	1155	1205	1119	627	479	709	449	374	674	953	1179	753	879	516	882	726
ENSG00000215909	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ENSG00000215910	2	0	0	0	1	0	0	0	0	1	0	0	2	2	1	0	0	1
ENSG00000215912	44	29	46	29	25	21	23	17	21	2	11	13	16	14	22	5	15	3
ENSG00000215914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215915	835	1088	1271	569	470	292	4	6	3	4	2	8	757	641	878	2	6	4
ENSG00000215921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216090	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000216093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216285	1160	1864	2157	843	1000	654	2146	2646	2052	1066	1700	1805	11	6	11	4	31	13
ENSG00000216306	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000216307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216316	0	0	0	2	0	0	6	5	4	1	7	7	4	5	0	2	5	6
ENSG00000216324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216331	0	0	0	0	0	0	0	2	0	4	4	3	1	2	0	1	2	2
ENSG00000216347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216364	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000216365	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000216368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216412	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000216425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216439	3	8	5	11	9	1	0	5	1	0	0	4	0	0	0	0	0	0
ENSG00000216444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216471	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000216475	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216480	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000216490	144	216	329	148	114	102	213	274	198	133	293	334	17	13	25	22	39	41
ENSG00000216516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216548	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000216560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216613	0	0	1	1	0	0	2	0	0	1	3	0	0	0	0	0	0	0
ENSG00000216616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216621	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000216624	128	224	266	305	194	244	582	620	341	276	372	485	0	0	0	0	0	0
ENSG00000216629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216657	716	1003	1115	1049	1211	1002	794	990	541	723	1120	1293	0	0	0	0	0	0
ENSG00000216663	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000216671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216676	6	6	3	8	10	1	5	11	5	1	6	1	0	0	0	0	0	0
ENSG00000216687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000216723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216740	6	3	12	8	4	3	1	4	2	1	2	5	0	0	0	0	0	0
ENSG00000216753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216775	2837	4949	6107	1534	1680	1068	2513	3128	2168	1937	3177	3680	3294	3012	4131	2210	3801	2979
ENSG00000216777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216802	2	3	2	4	2	1	2	3	0	2	3	4	0	0	0	0	0	1
ENSG00000216809	1	1	2	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0
ENSG00000216811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216813	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216817	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000216819	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000216824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000216835	0	2	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000216844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
